id,name,genre,artists,album,popularity,duration_ms,explicit,track_name_raw,artist_name_raw,track_name_norm,artist_name_norm,track_artist_key
5uspnRBvXxg7Y0PPfpwH6p,SAVIOR,alt-rock,Smile Empty Soul,SAVIOR,35,262425,False,SAVIOR,Smile Empty Soul,savior,smile empty soul,savior | smile empty soul
1Ag58Qks3r3p4sAiUdA5xb,Rockstar,alt-rock,ALT BLK ERA,Rockstar,26,148557,False,Rockstar,ALT BLK ERA,rockstar,alt blk era,rockstar | alt blk era
13gDxn2tYUGS0sawL4kzWp,Philadelphia,alt-rock,alt-J,The Dream,33,218093,False,Philadelphia,alt-J,philadelphia,altj,philadelphia | altj
3WtldAA054sX3ZWCiFjX4O,Ghostlove (1st Movement),alt-rock,Uncle Morty and the Empty Forties,Ghostlove: An Alt-Rock Musical in 5 Parts,25,65387,False,Ghostlove (1st Movement),Uncle Morty and the Empty Forties,ghostlove 1st movement,uncle morty and the empty forties,ghostlove 1st movement | uncle morty and the empty forties
3PsHpAptfclBD9jVWBKqb1,Bane,alt-rock,alt-J,The Dream,29,310000,False,Bane,alt-J,bane,altj,bane | altj
61Adh3QebIXwos3HqbUri1,Ghostlove (2nd Movement),alt-rock,Uncle Morty and the Empty Forties,Ghostlove: An Alt-Rock Musical in 5 Parts,25,61672,False,Ghostlove (2nd Movement),Uncle Morty and the Empty Forties,ghostlove 2nd movement,uncle morty and the empty forties,ghostlove 2nd movement | uncle morty and the empty forties
17PtEAxSnO1aFWiMukDMWk,Alternative Trouble,alt-rock,LUCKI,Alternative Trap,34,198060,True,Alternative Trouble,LUCKI,alternative trouble,lucki,alternative trouble | lucki
58qlWRmqnMIKBRu0OaiTQ0,Ghostlove (3rd Movement),alt-rock,Uncle Morty and the Empty Forties,Ghostlove: An Alt-Rock Musical in 5 Parts,25,75046,False,Ghostlove (3rd Movement),Uncle Morty and the Empty Forties,ghostlove 3rd movement,uncle morty and the empty forties,ghostlove 3rd movement | uncle morty and the empty forties
3TY8GltNNtMpDS3YY6tJqo,"Bloodflood, Pt. II",alt-rock,alt-J,This Is All Yours,30,319497,False,"Bloodflood, Pt. II",alt-J,bloodflood pt ii,altj,bloodflood pt ii | altj
4iM7P0ApqrIAzJQzL9UFiC,Ghostlogue,alt-rock,Uncle Morty and the Empty Forties,Ghostlove: An Alt-Rock Musical in 5 Parts,25,97338,False,Ghostlogue,Uncle Morty and the Empty Forties,ghostlogue,uncle morty and the empty forties,ghostlogue | uncle morty and the empty forties
6LFZWSRtgzCXxNbQNOV8yz,Chicago,alt-rock,alt-J,The Dream,30,235386,False,Chicago,alt-J,chicago,altj,chicago | altj
0kH190Vf9KRHfFOhZCaQxv,Ghosterture,alt-rock,Uncle Morty and the Empty Forties,Ghostlove: An Alt-Rock Musical in 5 Parts,25,43839,False,Ghosterture,Uncle Morty and the Empty Forties,ghosterture,uncle morty and the empty forties,ghosterture | uncle morty and the empty forties
3LvZJiw3K6loTGtfuSrLCM,Losing My Mind,alt-rock,alt-J,The Dream,24,282000,False,Losing My Mind,alt-J,losing my mind,altj,losing my mind | altj
2UkEUyOLpOHIZn5hAfgRpK,ROCK THAT SHIT! - Slowed Down,alt-rock,"Anarchist Sanctuary, asteria",ROCK THAT SHIT! (Alternate Mixes),32,121658,True,ROCK THAT SHIT! - Slowed Down,"Anarchist Sanctuary, asteria",rock that shit slowed down,anarchist sanctuary asteria,rock that shit slowed down | anarchist sanctuary asteria
57gf8TTzlk1BE5R4C7gfz6,Hunger of the Pine,alt-rock,alt-J,Hunger of the Pine,26,298670,False,Hunger of the Pine,alt-J,hunger of the pine,altj,hunger of the pine | altj
35a7EjRYYLLyH4prB1zExl,Rock and Roll - Alternate Mix,alt-rock,Led Zeppelin,Led Zeppelin IV (Deluxe Edition),32,219680,False,Rock and Roll - Alternate Mix,Led Zeppelin,rock and roll alternate mix,led zeppelin,rock and roll alternate mix | led zeppelin
2H6NbSsccvcT1j4jwAjDmf,Pusher,alt-rock,alt-J,This Is All Yours,29,209270,False,Pusher,alt-J,pusher,altj,pusher | altj
428wldKJlnRDngUc7UPS2C,Georgia Rhythm,alt-rock,Atlanta Rhythm Section,A Rock And Roll Alternative,30,292733,False,Georgia Rhythm,Atlanta Rhythm Section,georgia rhythm,atlanta rhythm section,georgia rhythm | atlanta rhythm section
2gODWsWhiGdm5ERRKJMVFx,s.A.D,alt-rock,The Exies,s.A.D,33,238130,False,s.A.D,The Exies,sad,the exies,sad | the exies
4goPVvd80KQ6a6uJcvQc5i,ROCK THAT SHIT! - Sped Up,alt-rock,"Anarchist Sanctuary, asteria",ROCK THAT SHIT! (Alternate Mixes),28,102860,True,ROCK THAT SHIT! - Sped Up,"Anarchist Sanctuary, asteria",rock that shit sped up,anarchist sanctuary asteria,rock that shit sped up | anarchist sanctuary asteria
3xiJykFwZZgioOjFVuyr2M,Misfits : SOLAR,alt-rock,ALT BLK ERA,Misfits : SOLAR,29,179317,False,Misfits : SOLAR,ALT BLK ERA,misfits solar,alt blk era,misfits solar | alt blk era
5QOXH3mNBeA3BEVmi4U3Cl,Alternative Rock,alt-rock,"HOYO-MiX, 王可鑫",Honkai: Star Rail - Out of Control (Original Game Soundtrack),26,78750,False,Alternative Rock,"HOYO-MiX, 王可鑫",alternative rock,hoyomix 王可鑫,alternative rock | hoyomix 王可鑫
1lmMwYy7UlBFCmBWWYeIjB,Awake 24,alt-rock,Ra,Awake 24,26,243654,False,Awake 24,Ra,awake 24,ra,awake 24 | ra
40m4TVdRgogwawVxD9qEwk,Rock Steady,alt-rock,Alton Ellis,Treasure Isle Collection,22,158106,False,Rock Steady,Alton Ellis,rock steady,alton ellis,rock steady | alton ellis
1yDraXjOPLhkBljQq6HCQ8,Walk a Mile,alt-rock,alt-J,The Dream,25,389933,False,Walk a Mile,alt-J,walk a mile,altj,walk a mile | altj
2e4vEkdm8h8mNnGHSBfTMT,Ve Kamleya,alt-rock,"Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",Rocky Aur Rani Kii Prem Kahaani (Original Motion Picture Soundtrack),50,246988,False,Ve Kamleya,"Pritam, Arijit Singh, Shreya Ghoshal, Shadab Faridi, Altamash Faridi, Amitabh Bhattacharya",ve kamleya,pritam arijit singh shreya ghoshal shadab faridi altamash faridi amitabh bhattacharya,ve kamleya | pritam arijit singh shreya ghoshal shadab faridi altamash faridi amitabh bhattacharya
035SyYaZBffdxtuHRPE5SD,"Keep The Change, You Filthy Animal",alt-rock,All Time Low,Nothing Personal (Deluxe Version),31,200133,False,"Keep The Change, You Filthy Animal",All Time Low,keep the change you filthy animal,all time low,keep the change you filthy animal | all time low
4oNm4AlbUo8XEDayfLxoup,Rocker,alt-rock,Alter Ego,Transphormer,28,288053,False,Rocker,Alter Ego,rocker,alter ego,rocker | alter ego
0T5BNAzHqpSpJPbNeRYp7e,Alternate Reality 3035,alt-rock,tiedye ky,Basspunk Loverboy (Remastered),19,207483,False,Alternate Reality 3035,tiedye ky,alternate reality 3035,tiedye ky,alternate reality 3035 | tiedye ky
5b0KMebx2ZOPv91U42xOSv,Rock Around With Ollie Vee - Alternate Version,alt-rock,Buddy Holly,That'll Be The Day,31,138066,False,Rock Around With Ollie Vee - Alternate Version,Buddy Holly,rock around with ollie vee alternate version,buddy holly,rock around with ollie vee alternate version | buddy holly
0Sbvy1JbpkhtTvVvpvRoEs,Face in the Wind,alt-rock,311,Mosaic,23,220933,False,Face in the Wind,311,face in the wind,311,face in the wind | 311
1krpd6EfCr6laRrmH7qBP2,Rock Around the Clock (Alternate Take),alt-rock,Bill Haley & His Comets,Presenting Bill Haley & His Comets,30,131080,False,Rock Around the Clock (Alternate Take),Bill Haley & His Comets,rock around the clock alternate take,bill haley his comets,rock around the clock alternate take | bill haley his comets
7v0Pll0A9YnsiyYpzIRXDy,A.D.D,alt-rock,alt.,ABEYANCE,28,217582,True,A.D.D,alt.,add,alt,add | alt
3scsKPy4dLwvWjF8MgIXPQ,I'm Still in Love With You,alt-rock,Alton Ellis,Sings Rock and Soul,21,201493,False,I'm Still in Love With You,Alton Ellis,im still in love with you,alton ellis,im still in love with you | alton ellis
0ZFQxmNIOj03o7OMaiPcVX,Alternative Outro,alternative,LUCKI,Alternative Trap,41,290063,True,Alternative Outro,LUCKI,alternative outro,lucki,alternative outro | lucki
2yE3bwbhqypdsuhmv48Svn,Alternative Ulster,alternative,Stiff Little Fingers,Inflammable Material,45,163880,False,Alternative Ulster,Stiff Little Fingers,alternative ulster,stiff little fingers,alternative ulster | stiff little fingers
4ylj6KTRlC25nhizGTlFPA,the alternative,alternative,Lyn Lapid,to love in the 21st century,46,183693,False,the alternative,Lyn Lapid,the alternative,lyn lapid,the alternative | lyn lapid
7BgR4y0YtloMsx8uaZqgiX,ALTERNATIVE,alternative,RØRY,Family Drama,39,184800,False,ALTERNATIVE,RØRY,alternative,røry,alternative | røry
17PtEAxSnO1aFWiMukDMWk,Alternative Trouble,alternative,LUCKI,Alternative Trap,34,198060,True,Alternative Trouble,LUCKI,alternative trouble,lucki,alternative trouble | lucki
5CUMbEbUWSQ78MJl6kCEyy,ALTERNATIVE,alternative,RØRY,ALTERNATIVE,28,184800,False,ALTERNATIVE,RØRY,alternative,røry,alternative | røry
4p1ajZ2s5MGd5pg3knrI2D,Alternative Outro,alternative,LUCKI,Alternative Trap,20,290063,True,Alternative Outro,LUCKI,alternative outro,lucki,alternative outro | lucki
6MG4zuO1TDYLthCXnnuFA3,Alternative Universe,alternative,Apel8,Alternative Universe,32,156168,False,Alternative Universe,Apel8,alternative universe,apel8,alternative universe | apel8
0hx7G6WWGpvz1wbQqFhZix,Alternative Baby,alternative,Reel Big Fish,Turn The Radio Off,21,177266,False,Alternative Baby,Reel Big Fish,alternative baby,reel big fish,alternative baby | reel big fish
6nfDT5gdEAjc1oqtZZ6NZ8,Alternative Radio,alternative,Spose,Why Am I So Happy?,24,229941,True,Alternative Radio,Spose,alternative radio,spose,alternative radio | spose
6gm72gIqAhWNHpnNqQT1xs,Alternative Girlfriend,alternative,Barenaked Ladies,Disc One: All Their Greatest Hits 1991 - 2001,22,261613,False,Alternative Girlfriend,Barenaked Ladies,alternative girlfriend,barenaked ladies,alternative girlfriend | barenaked ladies
4C5b0yjGQCeQvqtWNu63hu,Alternative,alternative,The Exploited,Singles & Rarities 1980-1983,30,120506,True,Alternative,The Exploited,alternative,the exploited,alternative | the exploited
6aiY5SUOKG7cIg4IBiqR88,alternate universe,alternative,Zeph,crush (demos),26,56608,False,alternate universe,Zeph,alternate universe,zeph,alternate universe | zeph
3nf8bPxahKPbLJxPYCEpMv,Alternative Thoughts,alternative,"Lofi Bee, Ogi Feel the Beat, Chill Select",Alternative Thoughts,27,138666,False,Alternative Thoughts,"Lofi Bee, Ogi Feel the Beat, Chill Select",alternative thoughts,lofi bee ogi feel the beat chill select,alternative thoughts | lofi bee ogi feel the beat chill select
7hkZB3PBuxYvoIAWSJyu0C,the alternative,alternative,Lyn Lapid,to love in the 21st century: the epilogue,28,183693,False,the alternative,Lyn Lapid,the alternative,lyn lapid,the alternative | lyn lapid
5uISOA1qg9sqUBW3RHBIGG,Alternative Healer,alternative,"Meditation Music Zone, Mindfulness Meditation Music Spa Maestro, Meditação e Espiritualidade Musica Academia","New Meditation Experience – Buddhist Meditation Music, Spiritual Enlightenment, Equanimity, Mantra Background Music",21,311373,False,Alternative Healer,"Meditation Music Zone, Mindfulness Meditation Music Spa Maestro, Meditação e Espiritualidade Musica Academia",alternative healer,meditation music zone mindfulness meditation music spa maestro meditação e espiritualidade musica academia,alternative healer | meditation music zone mindfulness meditation music spa maestro meditação e espiritualidade musica academia
0T5BNAzHqpSpJPbNeRYp7e,Alternate Reality 3035,alternative,tiedye ky,Basspunk Loverboy (Remastered),19,207483,False,Alternate Reality 3035,tiedye ky,alternate reality 3035,tiedye ky,alternate reality 3035 | tiedye ky
0xJDTRuEuSlP95wHnrLnLx,In Dreams - Alternative Version,alternative,Sierra Ferrell,In Dreams (Alternative Version),49,163149,False,In Dreams - Alternative Version,Sierra Ferrell,in dreams alternative version,sierra ferrell,in dreams alternative version | sierra ferrell
5QOXH3mNBeA3BEVmi4U3Cl,Alternative Rock,alternative,"HOYO-MiX, 王可鑫",Honkai: Star Rail - Out of Control (Original Game Soundtrack),26,78750,False,Alternative Rock,"HOYO-MiX, 王可鑫",alternative rock,hoyomix 王可鑫,alternative rock | hoyomix 王可鑫
4OMIla1g8I2gD7BcX1er6E,Alternate Ending,alternative,Liza,The Alternate Ending,29,158478,False,Alternate Ending,Liza,alternate ending,liza,alternate ending | liza
5yYKXfy77bJ2ruKozl25QM,Alternative Space,alternative,ぬいぐるみクレヨン Lush Crayon,Mine on the Street,22,252464,False,Alternative Space,ぬいぐるみクレヨン Lush Crayon,alternative space,ぬいぐるみクレヨン lush crayon,alternative space | ぬいぐるみクレヨン lush crayon
1WVBHXEnvQ8TNPPTsoejMS,Alternate Ending,alternative,Chloe Ament,Alternate Ending,15,248661,False,Alternate Ending,Chloe Ament,alternate ending,chloe ament,alternate ending | chloe ament
6h77X5H4dP9l2jzG92vVv0,The Alternative Polka,alternative,"""Weird Al"" Yankovic",Bad Hair Day,34,290906,False,The Alternative Polka,"""Weird Al"" Yankovic",the alternative polka,weird al yankovic,the alternative polka | weird al yankovic
25F4aCgBMe1g3c2v8ftZuI,Alternate Reality,alternative,Cowboy Mouth,Alternate Reality,13,211897,False,Alternate Reality,Cowboy Mouth,alternate reality,cowboy mouth,alternate reality | cowboy mouth
51q8dtQBsoDWAMEcGhKsXa,"…well, better than the alternative",alternative,Will Wood,The Normal Album,46,254986,True,"…well, better than the alternative",Will Wood,well better than the alternative,will wood,well better than the alternative | will wood
1k3I0SuAtNLKmvYZUySb0v,Alternative,alternative,Ambriosa Flame,Alternative,12,62000,False,Alternative,Ambriosa Flame,alternative,ambriosa flame,alternative | ambriosa flame
5amsbekD8wrUSrOw0O2jlS,Alternative Flow,alternative,Sarah Fortwo,Alternative Flow,24,113880,False,Alternative Flow,Sarah Fortwo,alternative flow,sarah fortwo,alternative flow | sarah fortwo
4XDHGaAFSH4Q8J4rCbnZwv,alt psycho (Intro),alternative,Layto,alternative psycho (deluxe),15,53276,False,alt psycho (Intro),Layto,alt psycho intro,layto,alt psycho intro | layto
6JTHK2MNg5iFewS1PVk4ZX,Alternative,alternative,Decanõe,Alternative,25,176597,False,Alternative,Decanõe,alternative,decanõe,alternative | decanõe
1JI1QrQ7FrtZRqW1dXcvLd,ALTERNIAN IDIOT,alternative,Broadway Homestuck,Broadway Karkat,17,175229,False,ALTERNIAN IDIOT,Broadway Homestuck,alternian idiot,broadway homestuck,alternian idiot | broadway homestuck
1OTTsC0cNRDUXNTULzJMsu,You Are an Idiot! - Alternative Version [Sped Up],alternative,APOCALIPSIS,You Are an Idiot! (Alternates),50,114335,False,You Are an Idiot! - Alternative Version [Sped Up],APOCALIPSIS,you are an idiot alternative version sped up,apocalipsis,you are an idiot alternative version sped up | apocalipsis
4uAalOPic5WOPJF1kANXCt,Since I Don't Have You (Alternative Take),alternative,The Skyliners,The Skyliners,46,158840,False,Since I Don't Have You (Alternative Take),The Skyliners,since i dont have you alternative take,the skyliners,since i dont have you alternative take | the skyliners
7fCwdq1teIVh8QdYDWghnQ,Undefined,alternative,Alter.,Undefined,24,124675,False,Undefined,Alter.,undefined,alter,undefined | alter
0dA2HIxFnBXsZtsJO7jF6m,Alternative 3 - Remastered 2005,alternative,Brian Eno,Music For Films,18,195066,False,Alternative 3 - Remastered 2005,Brian Eno,alternative 3 remastered 2005,brian eno,alternative 3 remastered 2005 | brian eno
723keHhbyPlh9sWWSCNsU0,Alternative to Love,alternative,Brendan Benson,The Alternative to Love,7,275960,False,Alternative to Love,Brendan Benson,alternative to love,brendan benson,alternative to love | brendan benson
7mkqtJT64b7DqVmsleEItj,Alternative Rush,alternative,"Rebelion, Sub Sonik, LXCPR",The First Dose,36,96203,False,Alternative Rush,"Rebelion, Sub Sonik, LXCPR",alternative rush,rebelion sub sonik lxcpr,alternative rush | rebelion sub sonik lxcpr
72FGmNspFL56LlAmwM1Rzv,Alternate Realities pt. I,alternative,Feverkin,Alternate Realities (Original Soundtrack),27,265000,False,Alternate Realities pt. I,Feverkin,alternate realities pt i,feverkin,alternate realities pt i | feverkin
0qRSrdDK4xj1doRViNPYwM,Roadrunner (Alternative Version),alternative,The Modern Lovers,The Modern Lovers (Expanded Version),44,295013,False,Roadrunner (Alternative Version),The Modern Lovers,roadrunner alternative version,the modern lovers,roadrunner alternative version | the modern lovers
5w9JCQrdI23pJA68bJIUlJ,Black Sheep III,alternative,Alternative Radio,Black Sheep III,4,184616,False,Black Sheep III,Alternative Radio,black sheep iii,alternative radio,black sheep iii | alternative radio
7J3X43vYtibhBI3aIvLQL3,Concertina Ballerina,alternative,Alternative Radio,Retrospect,29,175098,False,Concertina Ballerina,Alternative Radio,concertina ballerina,alternative radio,concertina ballerina | alternative radio
5AAPK0dTyOrjpOE5CxZ4G5,The Alternative Song,alternative,Thousand Foot Krutch,Set It Off,10,264946,False,The Alternative Song,Thousand Foot Krutch,the alternative song,thousand foot krutch,the alternative song | thousand foot krutch
4CmPBOuhNWAA7AdaOYyTp5,The Alternative,alternative,Cusp,Thanks So Much,23,214186,False,The Alternative,Cusp,the alternative,cusp,the alternative | cusp
6NFSt8JDyjn02DTVGZPVdF,All That I See,alternative,The Alternate Routes,A Sucker's Dream,17,227080,False,All That I See,The Alternate Routes,all that i see,the alternate routes,all that i see | the alternate routes
6EmZb3bivxqrUsOgix6pP2,ALTERNATIVE REALITY,alternative,"MoonDeity, Phonk Killer",VOICE OF THE SOUL,18,149192,True,ALTERNATIVE REALITY,"MoonDeity, Phonk Killer",alternative reality,moondeity phonk killer,alternative reality | moondeity phonk killer
6Rt5MfCSRWFDFPKMT7LKPp,Satellite City,alternative,Alternative Radio,Subject to Status,13,208431,False,Satellite City,Alternative Radio,satellite city,alternative radio,satellite city | alternative radio
6D4DDG0bTiCaC4x8EBvkSi,Lady Stardust - Alternative Version - Take 1,alternative,David Bowie,Lady Stardust (Alternative Version - Take 1),45,207131,False,Lady Stardust - Alternative Version - Take 1,David Bowie,lady stardust alternative version take 1,david bowie,lady stardust alternative version take 1 | david bowie
47ikjIBA3xrUUh9IwfSchC,New Alternative,alternative,No Hotel,New Alternative,5,172710,False,New Alternative,No Hotel,new alternative,no hotel,new alternative | no hotel
471RMuDrTQqwjdaZ3zLp9L,Great Summer - Soundtrack Version Genre Alternative,alternative,Vance Joy,Great Summer,38,222600,False,Great Summer - Soundtrack Version Genre Alternative,Vance Joy,great summer soundtrack version genre alternative,vance joy,great summer soundtrack version genre alternative | vance joy
5LgImTEsMdxEqXa1J4p3CT,ALTERNATIVE,alternative,RØRY,hurt myself,9,184800,False,ALTERNATIVE,RØRY,alternative,røry,alternative | røry
58aUcXS67lMkTXQ5sayQiZ,Your Name - Alternative,alternative,"Lissom, Julien Marchal, Lowswimmer",Your Name,43,163182,False,Your Name - Alternative,"Lissom, Julien Marchal, Lowswimmer",your name alternative,lissom julien marchal lowswimmer,your name alternative | lissom julien marchal lowswimmer
6VrBWh90BiwWmwKtvwWFcq,Ambiente,ambient,J Balvin,Vibras,50,248826,False,Ambiente,J Balvin,ambiente,j balvin,ambiente | j balvin
01MV13Hg9sfFNtgcMidjgE,Ambient White Tones,ambient,Hovar,Lean Noise,62,123702,False,Ambient White Tones,Hovar,ambient white tones,hovar,ambient white tones | hovar
69pQIBBVLEDaEOdlGqJcyL,Ambient Reverie,ambient,Rangitoto,Ambient Reverie,43,123870,False,Ambient Reverie,Rangitoto,ambient reverie,rangitoto,ambient reverie | rangitoto
1j1OFNK8Bg4KPZ9l6ME6MW,Ambient,ambient,Sound Xscape,Ambient,20,208666,False,Ambient,Sound Xscape,ambient,sound xscape,ambient | sound xscape
458TLdY9RwkXQaDTSaiLYi,Ambient Rain,ambient,chill phil,Rain & Thunder - Ambient Music,55,134000,False,Ambient Rain,chill phil,ambient rain,chill phil,ambient rain | chill phil
36tnV7rW48F4aqS0oxOhrs,Beyond,ambient,Avery's Ambient,A New Day,48,83478,False,Beyond,Avery's Ambient,beyond,averys ambient,beyond | averys ambient
3GOLdD4ay0GxLazBZlLlHM,Ambient,ambient,Rayne,Ambient,17,32250,False,Ambient,Rayne,ambient,rayne,ambient | rayne
6CvRhqgufOLoYhujaZoxSt,Ambient Brown 150 Hz Soft Q,ambient,Ambient Eclipse,Focus Freq.,56,182624,False,Ambient Brown 150 Hz Soft Q,Ambient Eclipse,ambient brown 150 hz so,ambient eclipse,ambient brown 150 hz so | ambient eclipse
4XkGJeHgiHUL8vfdBEIXJQ,End,ambient,Kilometre Club,End,37,180768,False,End,Kilometre Club,end,kilometre club,end | kilometre club
594A2YE8gufLhoi5ZyZz1c,ambient,ambient,ERS Lofi,ambient,19,128093,False,ambient,ERS Lofi,ambient,ers lofi,ambient | ers lofi
5ARGEPa89VwWTVxdetKvyY,Ambient Thunder,ambient,chill phil,Rain & Thunder - Ambient Music,54,124000,False,Ambient Thunder,chill phil,ambient thunder,chill phil,ambient thunder | chill phil
5KBPV8DAORKR4lNj1HId2b,Ambient Mood,ambient,A Deeper Sense,Ambient Mood,30,172107,False,Ambient Mood,A Deeper Sense,ambient mood,a deeper sense,ambient mood | a deeper sense
1xrXbGlppVZ18pzHaLAZ9b,Ambient,ambient,Spoofi,Ambient,16,115200,False,Ambient,Spoofi,ambient,spoofi,ambient | spoofi
4H8xQ7eeZ79T1WFhruPzR6,Ambient Noise 100 Hz,ambient,Suburban DZ,Sleep Sounds,53,220000,False,Ambient Noise 100 Hz,Suburban DZ,ambient noise 100 hz,suburban dz,ambient noise 100 hz | suburban dz
2uNLgsyX4bQOG9GHMneisx,Celestial Civilization,ambient,Moonlynx,"Fantasy Ambient, Vol. 3",32,97989,False,Celestial Civilization,Moonlynx,celestial civilization,moonlynx,celestial civilization | moonlynx
